Dealer Code,Loc #,Location,Retail IQ,District,ATT Mkt Abbrev,ATT Market Name,Region,Market,Dispute Mkt,DF,C&C,WS,WS Expires,Footprint Level,Business Expert,DF Code,Old,Old 2,ATT Location Name,ATT Location ID,ATT Region,State,Notes,Notes2,Open Date,Close Date,DC Origin,Store Origin,Acquisition Origin,TB Loc,SMF Mapping,SMF Market,DC status,Sorting Rank,Rank Description,Company
NCOJ7,1064,Phillipsburg,1064 Phillipsburg,New Jersey South,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,Off,9/30/2015,2,,IFZS7,,,SPRING COMMUNICATIONS - PHILLIPSBURG,115501,NORTHEAST,NJ,201410 Product Center Acq,Acq WS,10/1/2014,,Spring,Acquired,Product Center,1064,1064,Metro New York,Active,3,Open Standard,Spring
H3AS9,1602,Aberdeen,1602 Aberdeen,New Jersey South,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,Off,9/30/2016,2,,OD6F8,,,SPRING-GS-MATAWAN,117344,NORTHEAST,NJ,201509 GS Flip Whitespace,,9/16/2015,,Spring,Whitespace,GME Flip,1602,1602,Metro New York,Active,3,Open Standard,Spring
DT24C,1609,New Brunswick,1609 New Brunswick,New Jersey South,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,Off,8/31/2016,2,,6N83K,,,SPRING-GS-NEW BRUNSWICK,117345,NORTHEAST,NJ,201508 RS Flip Whitespace,,8/19/2015,,Spring,Whitespace,Radio Shack Flip,1609,1609,Metro New York,Active,3,Open Standard,Spring
K2AT5,1065,Ridgewood,1065 Ridgewood,New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,,,2,,2AG98,22UF,5YWNQ,SPRING COMMUNICATIONS - RIDGEWOOD,114873,NORTHEAST,NY,201410 Product Center Acq,,10/1/2014,,Spring,Acquired,Product Center,1065,1065,Metro New York,Active,3,Open Standard,Spring
MU37G,1067,Ralph Ave,1067 Ralph Ave,New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,,,2,,MKX0Y,8X7J3,0J9JL,SPRING COMMUNICATIONS - BROOKLYN,114869,NORTHEAST,NY,201410 Product Center Acq,,10/1/2014,,Spring,Acquired,Product Center,1067,1067,Metro New York,Active,3,Open Standard,Spring
JVTLX,1068,Park Slope,1068 Park Slope,New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,,,2,,AO9W5,MMHON,MIPDA,SPRING COMMUNICATIONS - 7TH AVE BK,114896,NORTHEAST,NY,201410 Product Center Acq,,10/1/2014,,Spring,Acquired,Product Center,1068,1068,Metro New York,Active,3,Open Standard,Spring
UHFI9,1069,Bensonhurst,1069 Bensonhurst,New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,,,2,,9WFRR,6UHU6,2G7J3,SPRING COMMUNICATIONS - 18TH AVE BK,114899,NORTHEAST,NY,201410 Product Center Acq,,10/1/2014,,Spring,Acquired,Product Center,1069,1069,Metro New York,Active,3,Open Standard,Spring
MRIHQ,1070,Coney Island Ave,1070 Coney Island Ave,New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,,,2,,QOTGM,3WPND,W4KBI,SPRING COMMUNICATIONS - CONEY ISLAND,114889,NORTHEAST,NY,201410 Product Center Acq,,10/1/2014,,Spring,Acquired,Product Center,1070,1070,Metro New York,Active,3,Open Standard,Spring
FYOMQ,1627,Church Ave,1627 Church Ave,New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,Off,6/30/2016,2,,6ATP6,,,SPRING-GS-BROOKLYN CHURCH,117355,NORTHEAST,NY,201506 RS Flip Whitespace,,6/10/2015,,Spring,Whitespace,Radio Shack Flip,1627,1627,Metro New York,Active,3,Open Standard,Spring
WRPLD,1632,Fulton St,1632 Fulton St,New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,Off,6/30/2016,2,,KPNFM,,,SPRING-GS-BROOKLYN FULTON 1232,117356,NORTHEAST,NY,201506 RS Flip Whitespace,,6/10/2015,,Spring,Whitespace,Radio Shack Flip,1632,1632,Metro New York,Active,3,Open Standard,Spring
53RY5,1634,Eastern Parkway,1634 Eastern Parkway,New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,Off,6/30/2016,2,,WUWKL,,,SPRING-GS-BROOKLYN EASTERN,117358,NORTHEAST,NY,201505 RS Flip Whitespace,Opened May15. Whitespace Spif Jun15-Jun16,5/27/2015,,Spring,Whitespace,Radio Shack Flip,1634,1634,Metro New York,Active,3,Open Standard,Spring
KTMRP,1635,Grand St,1635 Grand St,New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,Off,6/30/2016,2,,JR3RJ,,,SPRING-GS-BROOKLYN GRAND,117359,NORTHEAST,NY,201506 RS Flip Whitespace,,6/10/2015,,Spring,Whitespace,Radio Shack Flip,1635,1635,Metro New York,Active,3,Open Standard,Spring
EHKOZ,1706,Court St,1706 Court St,New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,Off,11/30/2016,2,,JYVZA,,,SPRING COMMUNICATIONS - 115 COURT ST,119163,NORTHEAST,NY,201511 Whitespace,,11/18/2015,,Spring,Whitespace,Whitespace,1706,1706,Metro New York,Active,3,Open Standard,Spring
NY83C,1028,Monroe,1028 Monroe,Upstate New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,,,2,Yes,PA2KA,RZ3VL,68C2E,SPRING COMMUNICATIONS - MONROE,114875,NORTHEAST,NY,201410 Product Center Acq,,10/1/2014,,Spring,Acquired,Product Center,1028,1028,Metro New York,Active,3,Open Standard,Spring
IP8KI,1029,Monticello,1029 Monticello,Upstate New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,,,2,Yes,HMZFW,44LXN,37YDT,SPRING COMMUNICATIONS - MONTICELLO,114874,NORTHEAST,NY,201410 Product Center Acq,,10/1/2014,,Spring,Acquired,Product Center,1029,1029,Metro New York,Active,3,Open Standard,Spring
POPDE,1030,Fishkill,1030 Fishkill,Upstate New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,,,2,Yes,7Q7BE,QEQRZ,QH3CZ,SPRING COMMUNICATIONS - FISHKILL,114886,NORTHEAST,NY,201410 Product Center Acq,,10/1/2014,,Spring,Acquired,Product Center,1030,1030,Upstate New York,Active,3,Open Standard,Spring
4DGVU,1031,Kingston,1031 Kingston,Upstate New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,,,2,,8CZ8U,H7CX9,0BFQQ,SPRING COMMUNICATIONS - KINGSTON,114882,NORTHEAST,NY,201410 Product Center Acq,,10/1/2014,,Spring,Acquired,Product Center,1031,1031,Upstate New York,Active,3,Open Standard,Spring
PEYAV,1032,Malta,1032 Malta,Upstate New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,,,2,,USNC0,QJGAI,4F28P,SPRING COMMUNICATIONS - MALTA,114876,NORTHEAST,NY,201410 Product Center Acq,,10/1/2014,,Spring,Acquired,Product Center,1032,1032,Upstate New York,Active,3,Open Standard,Spring
CW9EO,1054,Thornwood,1054 Thornwood,Upstate New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,,,2,Yes,Y2IVB,Y6ZC4,05TA8,SPRING COMMUNICATIONS - THORNWOOD,114866,NORTHEAST,NY,201410 Product Center Acq,,10/1/2014,,Spring,Acquired,Product Center,1054,1054,Metro New York,Active,3,Open Standard,Spring
6YAY3,1084,Wappinger Falls,1084 Wappinger Falls,Upstate New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,Off,3/31/2016,2,,U4EKM,,,SPRING COMMUNICATIONS - 1572 ROUTE 9,116290,NORTHEAST,NY,201502 Whitespace,,3/10/2015,,Spring,Whitespace,Whitespace,1084,1084,Upstate New York,Active,3,Open Standard,Spring
9PSFI,1103,Jefferson Valley Mall,1103 Jefferson Valley Mall,Upstate New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,Off,5/31/2016,2,Yes,Q8ZMC,,,SPRING COMMUNICATIONS - YORKTOWN HEIGHTS,116652,NORTHEAST,NY,201505 Whitespace,,5/20/2015,,Spring,Whitespace,Whitespace,1103,1103,Metro New York,Active,3,Open Standard,Spring
EBCYF,1112,Tarrytown,1112 Tarrytown,Upstate New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,,,2,,BRQW4,1TRBZ,4ZMJU,SPRING - TARRYTOWN,118395,NORTHEAST,NY,201509 Get Connected Acq,,9/1/2015,,Spring,Acquired,Get Connected,1112,1112,Metro New York,Active,3,Open Standard,Spring
JJ067,1114,Brewster,1114 Brewster,Upstate New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,,,2,Yes,EZP7C,2WHU9,,SPRING - BREWSTER,118396,NORTHEAST,NY,201509 Get Connected Acq,,9/1/2015,,Spring,Acquired,Get Connected,1114,1114,Metro New York,Active,3,Open Standard,Spring
AURZA,1122,Hartsdale,1122 Hartsdale,Upstate New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,,,2,Yes,6ITWT,D7STB,,SPRING - HARTSDALE,118397,NORTHEAST,NY,201509 Get Connected Acq,,9/1/2015,,Spring,Acquired,Get Connected,1122,1122,Metro New York,Active,3,Open Standard,Spring
UVFJU,1123,Carmel,1123 Carmel,Upstate New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,Off,4/30/2016,2,,GSSLS,EU7XX,,SPRING - 1912 RT 6,118398,NORTHEAST,NY,201509 Get Connected Acq,Acq WS,9/1/2015,,Spring,Acquired,Get Connected,1123,1123,Metro New York,Active,3,Open Standard,Spring
TOECG,1135,Vails Gate,1135 Vails Gate,Upstate New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,Off,8/31/2016,2,Yes,OFT29,,,SPRING COMMUNICATIONS - VAILS GATE,117632,NORTHEAST,NY,201508 Whitespace,,8/12/2015,,Spring,Whitespace,Whitespace,1135,1135,Upstate New York,Active,3,Open Standard,Spring
AQC6V,1700,Baldwin Place,1700 Baldwin Place,Upstate New York,NYR,NEW YORK; NEW JERSEY,NYNJ,Northeast,Metro New York,,Yes,Off,11/30/2016,2,Yes,J79J2,,,SPRING-GS-BALDWIN PLACE,117361,NORTHEAST,NY,201511 RS Flip Whitespace,,11/4/2015,,Spring,Whitespace,Radio Shack Flip,1700,1700,Metro New York,Active,3,Open Standard,Spring
S4HKZ,1316,Springfield,1316 Springfield,Central TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,Tennessee/Kentucky,,Yes,,,1,Yes,TU0SJ,B2P3X,UZR6I,SPRING COMMUNICATIONS - SPRINGFIELD,114383,SOUTHEAST,TN,201407 InTouch Acq,,7/1/2014,,Spring,Acquired,In Touch,1316,1316,Tennessee/Kentucky,Active,3,Open Standard,Spring
9A2ZZ,2288,Benton,2288 Benton,Central TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,HT27E,AKH3R,SPRING COMMUNICATIONS - BENTON,122120,SOUTHEAST,KY,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2288,2288,Tennessee/Kentucky,Active,3,Open Standard,Spring
HY4JI,2290,Mayfield,2290 Mayfield,Central TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,T4D78,FZ5JH,SPRING COMMUNICATIONS - MAYFIELD,122143,SOUTHEAST,KY,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2290,2290,Tennessee/Kentucky,Active,3,Open Standard,Spring
SQEBW,2293,Paducah,2293 Paducah,Central TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,P25JB,ZWEM9,SPRING COMMUNICATIONS - PADUCAH,122150,SOUTHEAST,KY,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2293,2293,Tennessee/Kentucky,Active,3,Open Standard,Spring
5HU3G,2296,Princeton KY,2296 Princeton KY,Central TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,O3BNM,HYFIT,SPRING COMMUNICATIONS - PRINCETON,122154,SOUTHEAST,KY,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2296,2296,Tennessee/Kentucky,Active,3,Open Standard,Spring
0BB4I,2370,Brentwood,2370 Brentwood,Central TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,6FUL3,9TTHF,SPRING COMMUNICATIONS - BRENTWOOD,122123,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2370,2370,Tennessee/Kentucky,Active,3,Open Standard,Spring
2WSTU,2372,Cookeville,2372 Cookeville,Central TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,2,,,8KNF2,FYELP,SPRING COMMUNICATIONS - COOKEVILLE,122125,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2372,2372,Tennessee/Kentucky,Active,3,Open Standard,Spring
HYSX3,2379,Lawrenceburg,2379 Lawrenceburg,Central TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,Yes,,VQLAQ,C6KFW,SPRING COMMUNICATIONS - LAWRENCEBURG,122137,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2379,2379,Tennessee/Kentucky,Active,3,Open Standard,Spring
QDWRU,2381,Nashville,2381 Nashville,Central TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,9R0JM,YXXXG,SPRING COMMUNICATIONS - NASHVILLE,122146,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2381,2381,Tennessee/Kentucky,Active,3,Open Standard,Spring
G20E9,2512,Lewisburg,2512 Lewisburg,Central TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,XVCXT,VJ5SQ,SPRING COMMUNICATIONS - LEWISBURG,122139,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2512,2512,Tennessee/Kentucky,Active,3,Open Standard,Spring
UWXEL,832,Coastal Grand,832 Coastal Grand,East SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,Georgia/Carolinas,,Yes,Off,12/31/2015,2,Yes,8YEC3,,,SPRING COMMUNICATIONS - GRAND CIRCLE,115944,SOUTHEAST,SC,201412 Whitespace,,12/22/2014,,Spring,Whitespace,Whitespace,832,832,Georgia/Carolinas,Active,3,Open Standard,Spring
WX9UL,2366,Camden Springdale Dr,2366 Camden Springdale Dr,East SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,,,1,,,ZD2SJ,SAMOI,SPRING COMMUNICATIONS - CAMDEN,122055,SOUTHEAST,SC,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2366,2366,Georgia/Carolinas,Active,3,Open Standard,Spring
PV9R8,2368,Sumter,2368 Sumter,East SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,,,2,,,ALQUX,XOBIO,SPRING COMMUNICATIONS - SUMTER,122053,SOUTHEAST,SC,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2368,2368,Georgia/Carolinas,Active,3,Open Standard,Spring
6CFQ0,2508,West Columbia,2508 West Columbia,East SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,,,1,,,W6295,ULYXM,SPRING COMMUNICATIONS - WEST COLUMBIA,122056,SOUTHEAST,SC,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2508,2508,Georgia/Carolinas,Active,3,Open Standard,Spring
855S7,2571,Columbia Forest Dr,2571 Columbia Forest Dr,East SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,,,1,,,9NTGX,TLOTQ,SPRING COMMUNICATIONS - FOREST DRIVE,122078,SOUTHEAST,SC,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2571,2571,Georgia/Carolinas,Active,3,Open Standard,Spring
0MBCX,2572,Columbia Gervais St,2572 Columbia Gervais St,East SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,,,1,,,CGYJJ,K7A49,SPRING COMMUNICATIONS - GERVAIS STREET,122070,SOUTHEAST,SC,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2572,2572,Georgia/Carolinas,Active,3,Open Standard,Spring
GWNUO,2573,Columbia Two Notch,2573 Columbia Two Notch,East SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,,,1,Yes,,QZ39G,D40EN,SPRING COMMUNICATIONS - ONEIL COURT,122077,SOUTHEAST,SC,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2573,2573,Georgia/Carolinas,Active,3,Open Standard,Spring
X7XTE,2574,Conway,2574 Conway,East SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,,,2,,,0TSW3,3YRKU,SPRING COMMUNICATIONS - CONWAY,122059,SOUTHEAST,SC,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2574,2574,Georgia/Carolinas,Active,3,Open Standard,Spring
4CCEM,2580,Hartsville,2580 Hartsville,East SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,,,1,,,BAG76,400YH,SPRING COMMUNICATIONS - HARTSVILLE,122062,SOUTHEAST,SC,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2580,2580,Georgia/Carolinas,Active,3,Open Standard,Spring
JF23D,2583,Lexington Red Bank,2583 Lexington Red Bank,East SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,Off,10/31/2016,2,,,9PSJH,,SPRING COMMUNICATIONS - RED BANK,122080,SOUTHEAST,SC,201608 Cell World Acq,Acq WS,8/1/2016,,Spring,Acquired,Cellular World,2583,2583,Georgia/Carolinas,Active,3,Open Standard,Spring
5LV2N,2585,Irmo,2585 Irmo,East SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,Yes,4/30/2017,1,,,SDR6F,,SPRING COMMUNICATIONS - IRMO,122079,SOUTHEAST,SC,201608 Cell World Acq,Acq WS,8/1/2016,,Spring,Acquired,Cellular World,2585,2585,Georgia/Carolinas,Active,3,Open Standard,Spring
IDCUL,2586,Myrtle Beach,2586 Myrtle Beach,East SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,,,2,,,NMFI9,HDRLT,SPRING COMMUNICATIONS - MYRTLE BEACH,122063,SOUTHEAST,SC,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2586,2586,Georgia/Carolinas,Active,3,Open Standard,Spring
02BWP,887,Merchants Corner,887 Merchants Corner,East TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,Tennessee/Kentucky,,Yes,Off,7/31/2016,1,,SMKGA ,,,SPRING-GS-MERCHANTS CORNER,117458,SOUTHEAST,TN,201507 RS Flip Whitespace,,7/8/2015,,Spring,Whitespace,Radio Shack Flip,887,887,Tennessee/Kentucky,Active,3,Open Standard,Spring
ZKULG,2374,Greeneville,2374 Greeneville,East TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,2,Yes,,VV4PK,BA50K,SPRING COMMUNICATIONS - GREENEVILLE,122127,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2374,2374,Tennessee/Kentucky,Active,3,Open Standard,Spring
0ELEG,2376,Jefferson City,2376 Jefferson City,East TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,XEXZB,4RSW6,SPRING COMMUNICATIONS - JEFFERSON CITY,122134,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2376,2376,Tennessee/Kentucky,Active,3,Open Standard,Spring
GIGH3,2377,Knoxville,2377 Knoxville,East TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,T7GTY,TRR46,SPRING COMMUNICATIONS - KNOXVILLE,122135,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2377,2377,Tennessee/Kentucky,Active,3,Open Standard,Spring
VBTYX,2382,Newport TN,2382 Newport TN,East TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,Yes,,RCESN,MOFE3,SPRING COMMUNICATIONS - NEWPORT,122147,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2382,2382,Tennessee/Kentucky,Active,3,Open Standard,Spring
INIGS,2384,Oneida,2384 Oneida,East TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,2,Yes,,9ST6W,SJH0X,SPRING COMMUNICATIONS - ONEIDA,122149,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2384,2384,Tennessee/Kentucky,Active,3,Open Standard,Spring
OID8Z,2510,Harriman,2510 Harriman,East TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,XQAK3,GNV4A,SPRING COMMUNICATIONS - HARRIMAN,122129,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2510,2510,Tennessee/Kentucky,Active,3,Open Standard,Spring
743PH,2511,Lenoir City,2511 Lenoir City,East TN,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,KJFFG,MEZI2,SPRING COMMUNICATIONS - LENIOR CITY,122138,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2511,2511,Tennessee/Kentucky,Active,3,Open Standard,Spring
BSISB,2338,Hernando,2338 Hernando,Memphis-TN-N MS,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,6W873,TIJNG,SPRING COMMUNICATIONS - HERNANDO,122131,SOUTHEAST,MS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2338,2338,Tennessee/Kentucky,Active,3,Open Standard,Spring
UF3JO,2339,Holly Springs,2339 Holly Springs,Memphis-TN-N MS,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,835TE,Z3EU9,SPRING COMMUNICATIONS - HOLLY SPRINGS,122132,SOUTHEAST,MS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2339,2339,Tennessee/Kentucky,Active,3,Open Standard,Spring
SBTJV,2340,Horn Lake,2340 Horn Lake,Memphis-TN-N MS,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,6P93W,V8LUU,SPRING COMMUNICATIONS - HORN LAKE,122133,SOUTHEAST,MS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2340,2340,Tennessee/Kentucky,Active,3,Open Standard,Spring
LUT0M,2343,Senatobia,2343 Senatobia,Memphis-TN-N MS,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,T0LX0,UK4J9,SPRING COMMUNICATIONS - SENATOBIA,122158,SOUTHEAST,MS,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2343,2343,Tennessee/Kentucky,Active,3,Open Standard,Spring
9KTGL,2369,Bolivar TN,2369 Bolivar TN,Memphis-TN-N MS,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,946QB,87AJE,SPRING COMMUNICATIONS - BOLIVAR,122122,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2369,2369,Tennessee/Kentucky,Active,3,Open Standard,Spring
GXN2L,2371,Brownsville,2371 Brownsville,Memphis-TN-N MS,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,JPXZY,A68ZO,SPRING COMMUNICATIONS - BROWNSVILLE,122124,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2371,2371,Tennessee/Kentucky,Active,3,Open Standard,Spring
F69HM,2378,Lakeland,2378 Lakeland,Memphis-TN-N MS,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,RUNPP,V556R,SPRING COMMUNICATIONS - LAKELAND,122136,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2378,2378,Tennessee/Kentucky,Active,3,Open Standard,Spring
A95BX,2383,Oakland,2383 Oakland,Memphis-TN-N MS,TNK,TENNESSEE; KENTUCKY,SCTNKY,Northeast,West Texas,,Yes,,,1,,,4ULEE,A3VDL,SPRING COMMUNICATIONS - OAKLAND,122148,SOUTHEAST,TN,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2383,2383,Tennessee/Kentucky,Active,3,Open Standard,Spring
UPB6Y,2569,Boiling Springs,2569 Boiling Springs,West SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,,,1,Yes,,CHHZT,J2RLT,SPRING COMMUNICATIONS - BOILING SPRINGS,122066,SOUTHEAST,SC,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2569,2569,Georgia/Carolinas,Active,3,Open Standard,Spring
YFCOQ,2570,Clemson,2570 Clemson,West SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,,,1,,,80OP2,LGRFI,SPRING COMMUNICATIONS - CLEMSON,122058,SOUTHEAST,SC,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2570,2570,Georgia/Carolinas,Active,3,Open Standard,Spring
AU5MT,2575,Gaffney,2575 Gaffney,West SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,,,1,,,IPKFW,DR53P,SPRING COMMUNICATIONS - GAFFNEY,122060,SOUTHEAST,SC,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2575,2575,Georgia/Carolinas,Active,3,Open Standard,Spring
FMLUP,2578,Greenville Haywood Rd,2578 Greenville Haywood Rd,West SC,GAC,GEORGIA; SOUTH CAROLINA,SCTNKY,Northeast,West Texas,,Yes,,,1,,,DVQSR,Q46TF,SPRING COMMUNICATIONS - HAYWOOD ROAD,122061,SOUTHEAST,SC,201608 Cell World Acq,,8/1/2016,,Spring,Acquired,Cellular World,2578,2578,Georgia/Carolinas,Active,3,Open Standard,Spring
